payment_id,customer_id,amount,timestamp,payment_status,failure_reason,attempt_number,payment_method
PAY203632,C100135,1850.44,2026-03-12 16:05:18,failed,bank_decline,2,card
PAY203633,C100930,1947.92,2026-04-17 18:19:35,failed,bank_decline,1,upi
PAY203634,C102311,2489.73,2026-04-27 15:30:14,failed,insufficient_funds,1,card
PAY203635,C102145,14455.51,2026-02-03 18:01:54,failed,payment_method_invalid,1,upi
PAY203636,C102134,2775.72,2026-06-26 13:34:09,failed,network_error,3,netbanking
PAY203637,C102941,4683.26,2026-03-13 05:46:30,failed,network_error,1,upi
PAY203638,C103619,30401.03,2026-07-26 05:35:53,failed,bank_decline,1,card
PAY203639,C102011,9425.91,2026-06-10 21:32:40,failed,authentication_failure,1,card
PAY203640,C100538,4540.59,2026-04-17 09:32:40,failed,authentication_failure,1,netbanking
PAY203641,C101767,3743.99,2026-02-13 08:38:24,failed,insufficient_funds,1,upi
PAY203642,C101011,7149.78,2026-05-02 21:47:03,failed,expired_card,1,card
PAY203643,C102116,11046.12,2026-04-09 11:05:30,failed,authentication_failure,2,netbanking
PAY203644,C102358,9760.31,2026-01-27 13:32:29,failed,expired_card,1,card
PAY203645,C102192,48489.36,2026-06-10 05:49:17,failed,insufficient_funds,2,card
PAY203646,C102326,4909.43,2026-01-29 19:05:22,failed,bank_decline,1,upi
PAY203647,C101242,2957.2,2026-07-17 13:42:13,failed,authentication_failure,2,upi
PAY203648,C100707,20367.04,2026-07-22 18:45:13,failed,insufficient_funds,1,upi
PAY203649,C103416,5749.99,2026-07-23 14:17:52,failed,bank_decline,3,upi
PAY203650,C101606,3814.22,2026-01-18 02:08:32,failed,expired_card,1,card
PAY203651,C100830,3343.52,2026-04-26 08:49:55,failed,expired_card,1,card
PAY203652,C103981,3639.71,2026-02-26 13:48:19,failed,insufficient_funds,1,upi
PAY203653,C100131,18544.54,2026-06-18 18:47:46,failed,network_error,1,wallet
PAY203654,C101385,10840.5,2026-04-08 17:03:48,failed,bank_decline,1,card
PAY203655,C102965,6044.92,2026-02-08 01:39:24,failed,insufficient_funds,1,card
PAY203656,C101643,5094.76,2026-04-15 23:48:36,failed,network_error,2,upi
PAY203657,C103369,3054.8,2026-02-23 01:07:07,failed,network_error,2,card
PAY203658,C101435,24945.49,2026-02-06 04:03:39,failed,insufficient_funds,1,card
PAY203659,C102570,1866.4,2026-07-30 07:33:53,failed,bank_decline,2,card
PAY203660,C101710,21163.47,2026-07-30 02:52:51,failed,payment_method_invalid,2,netbanking
PAY203661,C101875,71196.8,2026-07-28 08:58:15,failed,network_error,1,wallet
PAY203662,C101991,5656.65,2026-01-24 23:17:19,failed,network_error,2,upi
PAY203663,C103900,1731.84,2026-03-03 03:54:23,failed,insufficient_funds,2,card
PAY203664,C103039,6298.79,2026-01-12 15:25:53,failed,bank_decline,2,upi
PAY203665,C101483,10287.79,2026-07-18 23:13:37,failed,network_error,1,card
PAY203666,C101666,36894.93,2026-04-16 05:05:43,failed,authentication_failure,1,card
PAY203667,C101623,2550.86,2026-05-21 08:56:24,failed,expired_card,3,netbanking
PAY203668,C102944,11295.54,2026-01-09 13:59:42,failed,network_error,1,upi
PAY203669,C102364,12911.84,2026-06-10 01:10:44,failed,network_error,1,netbanking
PAY203670,C102137,36176.88,2026-02-12 23:11:27,failed,bank_decline,2,netbanking
PAY203671,C101721,6737.16,2026-04-20 12:42:17,failed,insufficient_funds,3,upi
PAY203672,C101593,12082.11,2026-01-30 05:06:10,failed,network_error,2,upi
PAY203673,C102221,4622.91,2026-03-14 12:05:03,failed,network_error,1,card
PAY203674,C103324,4187.81,2026-01-06 01:04:19,failed,bank_decline,1,card
PAY203675,C103866,29768.28,2026-04-11 09:09:12,failed,bank_decline,2,card
PAY203676,C100243,5013.29,2026-07-12 17:50:53,failed,authentication_failure,1,card
PAY203677,C100949,2694.14,2026-07-06 00:58:09,failed,insufficient_funds,1,card
PAY203678,C102740,11777.86,2026-05-09 13:44:17,failed,payment_method_invalid,3,card
PAY203679,C100594,7749.31,2026-01-13 02:59:06,failed,bank_decline,1,wallet
PAY203680,C102441,2180.5,2026-04-11 22:36:33,failed,expired_card,1,netbanking
PAY203681,C101694,14629.27,2026-02-16 05:16:07,failed,bank_decline,3,card
PAY203682,C100763,1421.6,2026-07-25 12:26:54,failed,authentication_failure,2,card
PAY203683,C102015,6176.3,2026-04-22 11:41:59,failed,expired_card,2,upi
PAY203684,C102036,14151.59,2026-03-12 14:02:39,failed,insufficient_funds,2,card
PAY203685,C102852,28455.93,2026-01-08 10:46:24,failed,network_error,4,netbanking
PAY203686,C103303,10419.79,2026-04-01 15:20:54,failed,payment_method_invalid,1,wallet
PAY203687,C103820,34634.68,2026-04-17 19:25:12,failed,network_error,1,upi
PAY203688,C101756,3894.59,2026-01-03 14:20:18,failed,authentication_failure,1,card
PAY203689,C102754,40701.23,2026-02-19 07:30:05,failed,authentication_failure,1,netbanking
PAY203690,C103148,12493.1,2026-06-05 20:31:11,failed,network_error,2,card
PAY203691,C103948,40871.6,2026-01-01 03:25:18,failed,authentication_failure,1,upi
PAY203692,C102600,4008.81,2026-05-20 22:44:47,failed,network_error,2,card
PAY203693,C100985,7443.49,2026-05-12 16:18:39,failed,insufficient_funds,2,upi
PAY203694,C101367,3395.16,2026-07-24 16:07:34,failed,expired_card,2,card
PAY203695,C100835,12406.21,2026-05-27 14:54:16,failed,authentication_failure,1,upi
PAY203696,C100790,6432.45,2026-04-28 09:22:00,failed,network_error,3,upi
PAY203697,C101226,3007.93,2026-07-21 01:12:18,failed,insufficient_funds,1,upi
PAY203698,C101993,3998.16,2026-01-28 04:06:33,failed,bank_decline,1,upi
PAY203699,C103148,17995.03,2026-02-19 02:43:58,failed,expired_card,2,card
PAY203700,C101164,3334.15,2026-01-22 15:19:13,failed,expired_card,1,card
PAY203701,C100746,3379.78,2026-05-26 00:58:09,failed,network_error,2,card
PAY203702,C100506,26687.79,2026-06-23 02:56:10,failed,network_error,1,upi
PAY203703,C100784,34604.16,2026-04-27 17:02:44,failed,bank_decline,1,card
PAY203704,C101731,1870.86,2026-06-03 09:39:44,failed,insufficient_funds,2,upi
PAY203705,C101646,10944.96,2026-06-07 21:00:45,failed,authentication_failure,2,upi
PAY203706,C101595,3178.74,2026-06-12 13:52:43,failed,insufficient_funds,1,wallet
PAY203707,C101270,4206.53,2026-05-13 00:18:32,failed,bank_decline,1,card
PAY203708,C101812,89925.77,2026-03-02 16:47:43,failed,authentication_failure,2,upi
PAY203709,C102585,5169.69,2026-06-30 00:01:52,failed,bank_decline,1,card
PAY203710,C100178,26275.89,2026-02-04 17:42:59,failed,expired_card,1,upi
PAY203711,C103560,5566.09,2026-04-25 13:29:36,failed,insufficient_funds,1,card
PAY203712,C101222,14016.31,2026-01-16 17:33:00,failed,network_error,1,card
PAY203713,C100554,7242.59,2026-01-04 14:05:08,failed,expired_card,1,upi
PAY203714,C100698,10521.37,2026-04-08 22:21:05,failed,authentication_failure,1,card
PAY203715,C102187,3548.49,2026-04-10 23:33:02,failed,expired_card,2,card
PAY203716,C102083,2382.78,2026-03-04 13:35:19,failed,insufficient_funds,2,upi
PAY203717,C100353,15230.74,2026-05-18 13:10:30,failed,insufficient_funds,1,card
PAY203718,C101996,11483.51,2026-06-27 08:49:42,failed,authentication_failure,2,card
PAY203719,C100885,6234.03,2026-04-26 02:21:09,failed,bank_decline,3,wallet
PAY203720,C103644,2000.71,2026-07-18 01:46:07,failed,insufficient_funds,1,card
PAY203721,C101236,2282.86,2026-03-03 21:51:06,failed,bank_decline,1,card
PAY203722,C103997,20073.68,2026-02-17 23:59:25,failed,insufficient_funds,2,card
PAY203723,C102316,2505.67,2026-07-15 17:35:29,failed,insufficient_funds,3,upi
PAY203724,C103857,5509.73,2026-05-23 23:35:25,failed,payment_method_invalid,1,card
PAY203725,C102219,3428.65,2026-07-14 01:08:10,failed,bank_decline,2,card
PAY203726,C100503,22206.45,2026-06-13 18:42:46,failed,insufficient_funds,1,netbanking
PAY203727,C102572,15774.25,2026-06-11 01:19:43,failed,authentication_failure,2,upi
PAY203728,C101910,7017.95,2026-05-17 00:12:18,failed,payment_method_invalid,1,card
PAY203729,C103275,69677.38,2026-07-25 03:37:10,failed,authentication_failure,1,upi
PAY203730,C101565,4407.35,2026-06-17 23:09:46,failed,expired_card,2,card
PAY203731,C100748,65566.79,2026-06-29 06:05:50,failed,payment_method_invalid,1,netbanking
PAY203732,C100454,2836.2,2026-01-04 20:11:45,failed,insufficient_funds,1,card
PAY203733,C102973,7364.34,2026-07-05 02:46:14,failed,authentication_failure,1,card
PAY203734,C100931,3429.62,2026-04-06 20:06:57,failed,network_error,1,upi
PAY203735,C102668,6581.4,2026-02-11 23:41:21,failed,insufficient_funds,2,netbanking
PAY203736,C100537,1221.71,2026-07-22 14:18:59,failed,insufficient_funds,1,wallet
PAY203737,C100318,14423.21,2026-01-25 10:28:39,failed,insufficient_funds,1,card
PAY203738,C102841,10674.9,2026-03-23 21:00:40,failed,authentication_failure,2,upi
PAY203739,C101378,6162.31,2026-07-03 00:39:02,failed,payment_method_invalid,3,card
PAY203740,C102269,68459.62,2026-03-19 20:12:09,failed,insufficient_funds,2,card
PAY203741,C100110,9876.17,2026-07-29 04:39:52,failed,authentication_failure,2,card
PAY203742,C100752,3292.24,2026-07-10 17:53:46,failed,expired_card,2,netbanking
PAY203743,C100360,20979.25,2026-07-23 06:20:19,failed,insufficient_funds,2,netbanking
PAY203744,C101119,5460.83,2026-01-24 08:15:49,failed,expired_card,2,netbanking
PAY203745,C101135,10260.77,2026-03-02 01:19:01,failed,insufficient_funds,1,card
PAY203746,C101498,11052.43,2026-02-14 05:21:38,failed,insufficient_funds,1,card
PAY203747,C100972,975.84,2026-04-08 20:33:47,failed,bank_decline,2,upi
PAY203748,C101826,4274.69,2026-02-06 01:20:49,failed,payment_method_invalid,1,wallet
PAY203749,C103600,5192.53,2026-02-01 15:01:02,failed,insufficient_funds,1,card
PAY203750,C100344,25974.85,2026-05-24 04:42:03,failed,network_error,1,card
PAY203751,C103575,6818.28,2026-02-16 03:20:54,failed,bank_decline,1,card
PAY203752,C101650,2150.37,2026-03-08 18:19:19,failed,expired_card,1,wallet
PAY203753,C102311,799.41,2026-01-07 06:29:58,failed,payment_method_invalid,1,card
PAY203754,C102687,7957.78,2026-04-25 19:08:53,failed,network_error,2,card
PAY203755,C102940,15554.93,2026-07-09 09:35:42,failed,authentication_failure,2,card
PAY203756,C103775,1951.91,2026-01-14 02:37:04,failed,bank_decline,1,card
PAY203757,C103998,3816.02,2026-01-28 03:39:01,failed,insufficient_funds,1,netbanking
PAY203758,C100393,10866.28,2026-02-14 02:59:47,failed,bank_decline,2,upi
PAY203759,C101640,12975.18,2026-02-06 14:53:00,failed,network_error,1,upi
PAY203760,C102156,7998.93,2026-03-31 00:41:24,failed,expired_card,1,netbanking
PAY203761,C102089,5389.76,2026-05-25 05:28:51,failed,network_error,3,card
PAY203762,C103965,3329.24,2026-03-02 15:21:55,failed,insufficient_funds,1,card
PAY203763,C102604,2370.36,2026-02-24 12:27:34,failed,payment_method_invalid,1,card
PAY203764,C101609,4345.71,2026-02-14 15:00:08,failed,payment_method_invalid,1,card
PAY203765,C103682,6839.01,2026-07-05 02:03:20,failed,network_error,1,card
PAY203766,C102923,8221.35,2026-06-13 03:17:15,failed,expired_card,1,upi
PAY203767,C103188,5744.95,2026-04-14 05:18:12,failed,payment_method_invalid,1,netbanking
PAY203768,C102510,7754.71,2026-01-11 19:28:29,failed,insufficient_funds,2,card
PAY203769,C100257,4403.17,2026-01-22 20:57:45,failed,bank_decline,1,card
PAY203770,C103882,3825.16,2026-06-21 07:16:02,failed,insufficient_funds,1,card
PAY203771,C102851,6134.97,2026-06-18 23:47:06,failed,authentication_failure,1,netbanking
PAY203772,C100597,5144.31,2026-05-30 19:04:58,failed,insufficient_funds,1,card
PAY203773,C101007,8343.24,2026-07-26 17:20:08,failed,authentication_failure,1,netbanking
PAY203774,C101363,2697.44,2026-06-29 11:27:49,failed,insufficient_funds,1,card
PAY203775,C101019,12966.06,2026-05-20 04:45:09,failed,network_error,1,card
PAY203776,C102483,21607.76,2026-01-19 15:03:29,failed,authentication_failure,1,card
PAY203777,C102188,3364.63,2026-06-06 10:31:19,failed,insufficient_funds,1,upi
PAY203778,C100849,14157.96,2026-01-06 20:36:44,failed,payment_method_invalid,1,upi
PAY203779,C102785,2821.86,2026-05-15 06:28:39,failed,insufficient_funds,2,card
PAY203780,C101147,34806.48,2026-03-09 12:14:03,failed,bank_decline,1,card
PAY203781,C100636,6435.2,2026-01-08 08:32:08,failed,expired_card,2,card
PAY203782,C103826,6348.58,2026-07-31 03:11:40,failed,insufficient_funds,1,upi
PAY203783,C101258,3656.06,2026-01-25 06:36:17,failed,bank_decline,2,card
PAY203784,C100930,6197.97,2026-04-19 06:18:59,failed,bank_decline,1,wallet
PAY203785,C102864,6662.83,2026-01-28 14:01:52,failed,bank_decline,1,card
PAY203786,C103054,16113.21,2026-07-04 19:42:01,failed,expired_card,1,upi
PAY203787,C100608,49355.21,2026-06-22 12:24:22,failed,network_error,4,upi
PAY203788,C100223,5870.77,2026-02-05 10:55:17,failed,network_error,1,upi
PAY203789,C103398,3008.0,2026-03-12 15:00:28,failed,insufficient_funds,1,card
PAY203790,C102016,7703.49,2026-01-26 07:38:22,failed,payment_method_invalid,2,card
PAY203791,C101824,19669.84,2026-02-05 04:47:38,failed,network_error,1,card
PAY203792,C101681,20749.58,2026-04-08 05:17:39,failed,network_error,1,card
PAY203793,C102343,8547.86,2026-01-25 10:39:08,failed,insufficient_funds,4,card
PAY203794,C102694,13952.4,2026-03-22 19:50:24,failed,expired_card,2,card
PAY203795,C100321,8304.46,2026-07-20 23:01:22,failed,bank_decline,1,upi
PAY203796,C101061,3879.55,2026-04-29 20:04:31,failed,insufficient_funds,1,card
PAY203797,C103818,7481.85,2026-06-16 02:47:31,failed,payment_method_invalid,1,upi
PAY203798,C100667,2545.4,2026-02-23 20:32:23,failed,payment_method_invalid,2,wallet
PAY203799,C103630,16027.24,2026-07-24 16:27:29,failed,authentication_failure,1,card
PAY203800,C101605,4471.15,2026-06-26 08:39:05,failed,bank_decline,2,netbanking
PAY203801,C100760,8089.46,2026-04-07 22:34:42,failed,network_error,1,card
PAY203802,C102379,3384.14,2026-01-15 16:13:13,failed,insufficient_funds,3,upi
PAY203803,C102652,24420.1,2026-07-07 04:44:06,failed,network_error,1,card
PAY203804,C101399,1819.69,2026-01-15 01:04:00,failed,bank_decline,2,card
PAY203805,C103172,7625.15,2026-07-27 07:01:41,failed,insufficient_funds,1,card
PAY203806,C100255,11633.68,2026-05-11 21:01:48,failed,network_error,1,card
PAY203807,C100487,4283.13,2026-05-07 17:46:12,failed,bank_decline,1,card
PAY203808,C102486,19501.6,2026-01-24 18:46:09,failed,expired_card,3,upi
PAY203809,C102309,22287.42,2026-06-10 07:34:55,failed,insufficient_funds,2,netbanking
PAY203810,C102796,5377.74,2026-05-14 06:09:10,failed,authentication_failure,1,netbanking
PAY203811,C103401,12160.49,2026-04-29 19:28:07,failed,network_error,1,netbanking
PAY203812,C103720,7667.8,2026-03-06 07:12:14,failed,bank_decline,1,upi
PAY203813,C102026,31341.25,2026-02-06 16:17:25,failed,payment_method_invalid,1,card
PAY203814,C102005,11731.11,2026-07-08 04:07:51,failed,insufficient_funds,4,upi
PAY203815,C103695,8789.66,2026-06-03 02:30:58,failed,authentication_failure,1,card
PAY203816,C103843,3293.87,2026-07-31 05:34:48,failed,authentication_failure,2,wallet
PAY203817,C100191,20297.5,2026-03-25 19:12:06,failed,payment_method_invalid,2,upi
PAY203818,C102023,12514.22,2026-07-29 07:19:30,failed,network_error,1,upi
PAY203819,C103676,5538.95,2026-06-12 09:00:39,failed,insufficient_funds,2,wallet
PAY203820,C100204,5858.76,2026-06-17 14:06:10,failed,insufficient_funds,2,upi
PAY203821,C103908,6706.74,2026-06-20 09:29:25,failed,authentication_failure,1,netbanking
PAY203822,C102996,3769.77,2026-07-26 15:51:55,failed,insufficient_funds,1,wallet
PAY203823,C100623,7037.93,2026-04-13 04:05:39,failed,network_error,3,netbanking
PAY203824,C102563,6515.78,2026-06-14 04:39:53,failed,payment_method_invalid,1,upi
PAY203825,C101723,10782.24,2026-07-27 10:46:35,failed,network_error,1,card
PAY203826,C101337,13923.45,2026-07-13 08:40:35,failed,insufficient_funds,1,upi
PAY203827,C102483,7438.95,2026-06-26 03:12:36,failed,expired_card,1,wallet
PAY203828,C102940,19381.64,2026-04-08 23:09:50,failed,network_error,2,card
PAY203829,C103572,5126.79,2026-06-04 10:57:17,failed,bank_decline,1,card
PAY203830,C101669,6832.14,2026-06-17 00:52:50,failed,insufficient_funds,1,upi
PAY203831,C100638,25230.12,2026-03-21 05:55:23,failed,network_error,1,card
PAY203832,C103455,40810.42,2026-07-12 03:21:46,failed,insufficient_funds,1,upi
PAY203833,C101336,6213.64,2026-05-28 02:20:25,failed,authentication_failure,1,upi
PAY203834,C103037,2174.23,2026-03-05 04:18:48,failed,network_error,2,upi
PAY203835,C103191,3581.32,2026-05-10 14:23:25,failed,network_error,2,card
PAY203836,C100233,2826.33,2026-07-08 19:55:40,failed,payment_method_invalid,4,card
PAY203837,C101640,28302.51,2026-04-30 12:20:39,failed,authentication_failure,1,upi
PAY203838,C100339,7381.72,2026-03-27 16:16:29,failed,bank_decline,1,card
PAY203839,C102419,6323.86,2026-01-14 12:27:16,failed,payment_method_invalid,1,upi
PAY203840,C103179,18337.12,2026-02-26 04:10:56,failed,insufficient_funds,1,upi
PAY203841,C102240,6003.73,2026-06-17 05:44:57,failed,bank_decline,1,card
PAY203842,C101295,4116.54,2026-07-05 21:47:13,failed,payment_method_invalid,1,card
PAY203843,C103892,3248.1,2026-01-30 12:27:41,failed,bank_decline,1,card
PAY203844,C100342,71149.11,2026-06-17 23:28:45,failed,network_error,1,upi
PAY203845,C100566,60746.6,2026-03-01 05:14:15,failed,authentication_failure,3,upi
PAY203846,C101464,14585.38,2026-05-16 01:55:36,failed,insufficient_funds,1,card
PAY203847,C103793,1542.47,2026-02-19 12:18:26,failed,insufficient_funds,2,card
PAY203848,C103577,1201.56,2026-03-26 20:18:11,failed,expired_card,1,wallet
PAY203849,C102256,5285.6,2026-04-01 10:13:32,failed,insufficient_funds,1,card
PAY203850,C103808,14438.6,2026-07-15 12:27:50,failed,insufficient_funds,1,netbanking
PAY203851,C103616,4691.94,2026-07-23 13:06:07,failed,network_error,1,card
PAY203852,C102347,24179.71,2026-01-04 18:08:01,failed,network_error,3,upi
PAY203853,C100471,15109.53,2026-05-17 00:58:32,failed,network_error,1,netbanking
PAY203854,C103598,27417.0,2026-05-11 16:00:19,failed,expired_card,2,wallet
PAY203855,C102566,2986.38,2026-01-25 06:20:29,failed,bank_decline,2,card
PAY203856,C100564,3588.1,2026-03-19 13:04:34,failed,expired_card,1,wallet
PAY203857,C103360,5354.51,2026-03-15 18:58:04,failed,insufficient_funds,1,wallet
PAY203858,C101595,2183.35,2026-06-16 11:41:19,failed,network_error,2,card
PAY203859,C103147,7891.95,2026-04-09 05:33:02,failed,payment_method_invalid,2,card
PAY203860,C101046,1494.31,2026-06-26 10:18:22,failed,network_error,1,upi
PAY203861,C100039,15002.99,2026-07-06 20:01:49,failed,insufficient_funds,1,card
PAY203862,C101815,3202.79,2026-01-23 19:01:26,failed,payment_method_invalid,2,upi
PAY203863,C101808,5168.65,2026-05-27 11:54:25,failed,network_error,1,card
PAY203864,C103454,4490.5,2026-01-29 22:56:42,failed,bank_decline,1,card
PAY203865,C100461,5236.9,2026-03-12 04:45:01,failed,insufficient_funds,1,upi
PAY203866,C103652,18620.54,2026-02-22 17:53:41,failed,expired_card,1,card
PAY203867,C100611,3828.39,2026-05-13 17:03:07,failed,insufficient_funds,1,card
PAY203868,C103737,70738.29,2026-03-17 19:39:01,failed,bank_decline,1,card
PAY203869,C102825,34818.24,2026-02-09 16:25:23,failed,expired_card,1,upi
PAY203870,C101439,7020.43,2026-02-19 14:04:12,failed,expired_card,1,upi
PAY203871,C103826,3866.91,2026-05-20 09:21:19,failed,insufficient_funds,1,netbanking
PAY203872,C101436,5433.11,2026-07-25 01:54:47,failed,insufficient_funds,1,card
PAY203873,C102536,52588.88,2026-07-22 02:52:06,failed,authentication_failure,2,card
PAY203874,C100064,5394.07,2026-02-14 02:42:17,failed,payment_method_invalid,1,upi
PAY203875,C100409,3893.93,2026-06-20 12:08:49,failed,insufficient_funds,1,netbanking
PAY203876,C101413,8583.35,2026-06-11 21:18:29,failed,network_error,1,netbanking
PAY203877,C100975,3459.98,2026-05-30 23:59:10,failed,expired_card,1,card
PAY203878,C100909,6295.48,2026-06-02 14:24:11,failed,authentication_failure,1,upi
PAY203879,C101515,3100.15,2026-04-13 14:36:06,failed,payment_method_invalid,1,card
PAY203880,C102434,2955.43,2026-06-03 00:49:27,failed,expired_card,2,upi
PAY203881,C100501,9325.37,2026-04-12 20:33:28,failed,insufficient_funds,1,card
PAY203882,C103008,5366.13,2026-05-29 21:37:37,failed,expired_card,3,card
PAY203883,C103391,10486.43,2026-06-02 05:01:09,failed,authentication_failure,1,wallet
PAY203884,C103342,10501.59,2026-07-30 15:28:40,failed,network_error,2,upi
PAY203885,C100778,61938.84,2026-05-27 03:02:45,failed,bank_decline,2,card
PAY203886,C103522,3761.07,2026-06-30 06:25:18,failed,insufficient_funds,1,card
PAY203887,C100518,3697.82,2026-07-06 08:25:42,failed,network_error,1,card
PAY203888,C100427,32107.14,2026-03-04 08:39:34,failed,authentication_failure,1,card
PAY203889,C102902,2462.28,2026-05-25 16:09:04,failed,insufficient_funds,1,upi
PAY203890,C103041,16669.42,2026-01-15 15:53:21,failed,expired_card,1,card
PAY203891,C100507,26160.9,2026-01-23 00:57:10,failed,insufficient_funds,2,card
PAY203892,C101662,34375.35,2026-05-22 19:23:06,failed,network_error,2,upi
PAY203893,C101641,4914.01,2026-05-14 09:56:46,failed,bank_decline,2,upi
PAY203894,C102890,1896.96,2026-05-28 05:22:22,failed,insufficient_funds,1,card
PAY203895,C102062,4731.14,2026-02-01 02:02:11,failed,expired_card,1,wallet
PAY203896,C102403,22868.28,2026-02-14 17:55:43,failed,network_error,1,upi
PAY203897,C100320,10830.6,2026-07-15 04:50:01,failed,expired_card,2,upi
PAY203898,C103907,51647.06,2026-02-03 10:01:16,failed,payment_method_invalid,1,upi
PAY203899,C102223,4471.83,2026-03-23 11:16:01,failed,network_error,1,upi
PAY203900,C102674,10974.25,2026-01-27 22:38:14,failed,insufficient_funds,1,card
PAY203901,C101920,7467.78,2026-07-12 08:00:39,failed,authentication_failure,1,card
PAY203902,C100985,4077.4,2026-06-03 01:55:21,failed,network_error,1,upi
PAY203903,C102673,5591.9,2026-05-05 06:01:21,failed,insufficient_funds,1,wallet
PAY203904,C101153,3705.47,2026-06-20 19:29:48,failed,authentication_failure,1,upi
PAY203905,C100876,3510.18,2026-01-10 17:13:22,failed,insufficient_funds,1,wallet
PAY203906,C102209,11222.51,2026-02-26 22:03:00,failed,bank_decline,1,card
PAY203907,C101426,4372.27,2026-03-17 21:33:30,failed,insufficient_funds,3,card
PAY203908,C103577,2950.59,2026-06-19 03:57:24,failed,expired_card,2,netbanking
PAY203909,C102638,25325.96,2026-01-07 20:44:08,failed,expired_card,1,upi
PAY203910,C101493,28892.8,2026-01-28 00:30:03,failed,bank_decline,2,card
PAY203911,C100142,5006.65,2026-03-17 12:14:41,failed,bank_decline,1,card
PAY203912,C101364,2570.69,2026-07-10 13:15:53,failed,insufficient_funds,2,upi
PAY203913,C100463,7817.18,2026-02-23 08:44:07,failed,insufficient_funds,1,card
PAY203914,C100876,3775.43,2026-06-24 23:48:08,failed,authentication_failure,1,netbanking
PAY203915,C101134,5564.49,2026-02-27 16:18:10,failed,authentication_failure,2,card
PAY203916,C102610,86767.34,2026-04-02 09:00:01,failed,authentication_failure,4,wallet
PAY203917,C100425,40146.02,2026-07-29 18:09:42,failed,expired_card,1,netbanking
PAY203918,C100648,6102.7,2026-02-08 06:52:02,failed,bank_decline,2,upi
PAY203919,C100158,26133.73,2026-01-10 05:26:24,failed,bank_decline,1,upi
PAY203920,C103668,21947.93,2026-01-17 02:22:36,failed,expired_card,1,upi
PAY203921,C103949,5711.48,2026-03-05 16:30:51,failed,insufficient_funds,2,upi
PAY203922,C101192,20963.01,2026-03-02 19:42:55,failed,network_error,1,netbanking
PAY203923,C101823,4361.02,2026-06-04 12:13:07,failed,insufficient_funds,1,card
PAY203924,C101204,2325.32,2026-01-26 22:59:18,failed,network_error,1,card
PAY203925,C102134,3529.86,2026-06-24 02:49:20,failed,expired_card,1,upi
PAY203926,C102204,2033.6,2026-07-02 22:00:13,failed,network_error,2,wallet
PAY203927,C101019,18849.94,2026-02-02 05:24:56,failed,expired_card,1,card
PAY203928,C102579,4948.74,2026-05-09 09:28:46,failed,payment_method_invalid,1,netbanking
PAY203929,C100030,19794.3,2026-07-27 02:05:53,failed,payment_method_invalid,1,netbanking
PAY203930,C102577,25047.94,2026-06-18 01:52:22,failed,authentication_failure,2,upi
PAY203931,C103002,5550.57,2026-06-30 23:55:31,failed,authentication_failure,1,upi
PAY203932,C100211,1900.96,2026-05-21 20:57:32,failed,network_error,1,upi
PAY203933,C102895,2389.79,2026-03-05 08:14:44,failed,expired_card,1,upi
PAY203934,C102950,3740.42,2026-03-22 12:17:54,failed,expired_card,2,card
PAY203935,C103890,3451.4,2026-01-07 12:59:10,failed,payment_method_invalid,1,wallet
PAY203936,C103224,13110.11,2026-02-13 04:15:51,failed,bank_decline,1,upi
PAY203937,C100084,1570.95,2026-01-15 21:10:36,failed,network_error,2,card
PAY203938,C100326,13895.2,2026-01-30 09:52:01,failed,authentication_failure,1,card
PAY203939,C100548,20343.9,2026-01-25 13:06:21,failed,expired_card,1,card
PAY203940,C102326,6251.19,2026-03-11 20:18:01,failed,insufficient_funds,4,card
PAY203941,C102848,75139.39,2026-07-10 21:00:59,failed,bank_decline,2,netbanking
PAY203942,C102632,72635.69,2026-02-21 07:01:37,failed,bank_decline,1,upi
PAY203943,C101320,7241.68,2026-01-20 22:00:16,failed,expired_card,3,card
PAY203944,C100803,15694.78,2026-07-07 01:27:34,failed,payment_method_invalid,1,card
PAY203945,C100255,18581.66,2026-04-30 02:45:24,failed,bank_decline,1,card
PAY203946,C101496,40638.3,2026-01-17 15:03:51,failed,authentication_failure,3,card
PAY203947,C101203,5106.98,2026-07-28 03:42:38,failed,network_error,1,card
PAY203948,C101214,12267.15,2026-03-25 02:18:20,failed,insufficient_funds,2,wallet
PAY203949,C100350,6835.96,2026-05-15 05:37:58,failed,network_error,3,card
PAY203950,C101164,3641.16,2026-01-17 15:19:42,failed,bank_decline,1,upi
PAY203951,C103350,5789.0,2026-05-07 20:49:44,failed,authentication_failure,1,card
PAY203952,C100963,10610.59,2026-05-25 09:48:33,failed,expired_card,1,card
PAY203953,C103507,46331.08,2026-02-19 17:20:58,failed,network_error,1,card
PAY203954,C100345,16160.13,2026-05-05 22:59:02,failed,network_error,2,netbanking
PAY203955,C102547,3964.43,2026-01-06 01:49:12,failed,payment_method_invalid,1,upi
PAY203956,C100431,37637.23,2026-02-09 23:59:45,failed,insufficient_funds,2,card
PAY203957,C101542,10419.82,2026-07-27 06:25:18,failed,insufficient_funds,3,card
PAY203958,C103815,13369.11,2026-01-17 21:11:44,failed,bank_decline,1,card
PAY203959,C103075,11094.64,2026-05-28 15:07:28,failed,expired_card,1,card
PAY203960,C102054,3269.43,2026-03-16 17:01:44,failed,network_error,2,wallet
PAY203961,C102526,22735.3,2026-05-05 01:27:34,failed,insufficient_funds,2,upi
