payment_id,customer_id,amount,timestamp,payment_status,failure_reason,attempt_number,payment_method,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success,recovery_probability_ground_truth,recoverable,baseline_action,optimal_action,recovered,amount_recovered,split
PAY201948,C102500,2917.49,2026-01-13 22:33:47,failed,payment_method_invalid,1,card,5932.28,5,0.8193,0.1807,1448.11,39,0.367,1,retry,send_payment_link,1,2917.49,train
PAY201949,C101553,2052.25,2026-05-16 23:07:22,failed,insufficient_funds,1,card,35909.11,12,0.8505,0.1495,3518.31,28,0.7659,1,retry,schedule_retry,0,0.0,train
PAY201950,C100690,2418.28,2026-03-28 15:29:52,failed,insufficient_funds,1,upi,87943.58,25,0.8984,0.1016,3915.67,28,0.8153,1,retry,schedule_retry,1,2418.28,train
PAY201951,C102466,8262.6,2026-05-21 07:54:45,failed,bank_decline,1,wallet,521572.97,47,0.9251,0.0749,11995.45,74,0.6251,1,retry,retry,0,0.0,train
PAY201952,C101348,4711.75,2026-07-09 10:56:43,failed,payment_method_invalid,3,netbanking,103087.67,32,0.8965,0.1035,3593.43,22,0.1485,0,stop,stop,0,0.0,train
PAY201953,C103614,7372.01,2026-02-02 21:27:41,failed,insufficient_funds,2,upi,66025.76,22,0.8513,0.1487,3525.2,40,0.6693,1,retry,retry,1,7372.01,train
PAY201954,C100252,4996.47,2026-01-22 05:27:35,failed,insufficient_funds,1,wallet,71074.74,21,0.9297,0.0703,3640.25,13,0.8189,1,retry,schedule_retry,1,4996.47,train
PAY201955,C103384,4748.13,2026-07-04 09:53:33,failed,expired_card,1,upi,119891.32,30,0.8995,0.1005,4442.71,32,0.5202,0,retry,send_payment_link,0,0.0,test
PAY201956,C103118,2830.88,2026-04-11 00:33:53,failed,bank_decline,4,wallet,116527.56,32,0.9308,0.0692,3912.4,106,0.2259,0,stop,stop,0,0.0,train
PAY201957,C102061,3419.64,2026-06-17 18:07:11,failed,bank_decline,2,card,85164.23,27,0.8346,0.1654,3779.21,55,0.3929,0,retry,stop,0,0.0,train
PAY201958,C103972,9793.01,2026-07-17 06:43:58,failed,insufficient_funds,1,netbanking,135289.3,16,0.8906,0.1094,9493.87,31,0.7235,1,retry,schedule_retry,1,9793.01,train
PAY201959,C102866,5126.68,2026-01-18 08:57:59,failed,authentication_failure,2,card,90462.62,26,0.9243,0.0757,3764.16,23,0.5128,1,retry,send_payment_link,0,0.0,train
PAY201960,C100167,83222.2,2026-05-12 02:52:04,failed,bank_decline,2,card,4777912.36,56,0.8609,0.1391,99105.61,58,0.4689,1,retry,escalate,1,83222.2,train
PAY201961,C101569,6458.87,2026-02-10 09:00:10,failed,authentication_failure,4,upi,185261.34,34,0.9708,0.0292,5612.74,56,0.3163,1,stop,stop,0,0.0,train
PAY201962,C103361,4364.55,2026-03-16 07:55:37,failed,payment_method_invalid,1,netbanking,51645.66,15,0.8686,0.1314,3963.93,30,0.3154,1,retry,send_payment_link,1,4364.55,train
PAY201963,C103104,5743.75,2026-06-11 01:09:43,failed,expired_card,3,card,148882.48,30,0.8949,0.1051,5545.54,54,0.305,0,stop,stop,0,0.0,train
PAY201964,C100641,14644.76,2026-03-11 13:22:02,failed,insufficient_funds,1,netbanking,484873.08,29,0.9941,0.0059,16818.71,23,0.9225,1,retry,schedule_retry,1,14644.76,validation
PAY201965,C100680,6410.1,2026-02-21 08:35:21,failed,expired_card,1,wallet,4980.47,1,0.8106,0.1894,6144.38,17,0.417,1,retry,send_payment_link,1,6410.1,train
PAY201966,C103696,7179.15,2026-04-16 20:48:36,failed,bank_decline,2,card,185285.85,28,0.8913,0.1087,7424.19,57,0.4659,1,retry,send_payment_link,0,0.0,test
PAY201967,C100182,10862.1,2026-04-06 00:51:38,failed,insufficient_funds,1,card,364356.99,27,0.9449,0.0551,14280.93,23,0.8419,0,retry,schedule_retry,1,10862.1,train
PAY201968,C103798,9851.2,2026-02-19 22:08:41,failed,network_error,1,netbanking,65650.09,10,0.9082,0.0918,7228.36,19,0.9625,1,retry,schedule_retry,1,9851.2,train
PAY201969,C102162,15089.36,2026-04-30 12:49:12,failed,insufficient_funds,1,card,158534.15,21,0.8681,0.1319,8695.92,54,0.7693,1,retry,schedule_retry,1,15089.36,validation
PAY201970,C103229,6947.28,2026-05-26 12:05:22,failed,payment_method_invalid,3,card,204364.22,34,0.9183,0.0817,6545.72,20,0.1882,0,stop,stop,0,0.0,test
PAY201971,C100861,24789.96,2026-06-18 08:53:50,failed,authentication_failure,1,upi,1107449.87,49,0.8971,0.1029,25192.28,68,0.7266,0,retry,retry,0,0.0,train
PAY201972,C101376,6016.85,2026-07-04 13:32:15,failed,expired_card,2,upi,109916.76,24,0.9927,0.0073,4613.55,62,0.4151,0,retry,send_payment_link,1,6016.85,train
PAY201973,C102914,7893.78,2026-06-05 22:03:29,failed,expired_card,1,card,131822.14,19,0.9378,0.0622,7398.11,4,0.4765,1,retry,send_payment_link,1,7893.78,train
PAY201974,C100649,5444.06,2026-07-14 08:30:42,failed,bank_decline,3,upi,10944.08,4,0.7491,0.2509,3652.47,67,0.34,1,stop,stop,0,0.0,train
PAY201975,C100405,38839.36,2026-06-19 12:06:44,failed,authentication_failure,2,card,2420158.24,65,0.995,0.005,37420.31,6,0.6902,1,retry,retry,1,38839.36,train
PAY201976,C102436,7665.96,2026-06-05 13:55:24,failed,insufficient_funds,1,card,132905.62,24,0.8869,0.1131,6244.07,49,0.7497,1,retry,schedule_retry,1,7665.96,test
PAY201977,C100033,8398.23,2026-02-23 15:15:25,failed,insufficient_funds,3,card,103037.81,25,0.9002,0.0998,4578.19,30,0.5557,1,stop,stop,0,0.0,test
PAY201978,C103755,6466.85,2026-07-29 16:30:51,failed,bank_decline,2,card,106926.62,28,0.9203,0.0797,4149.54,44,0.4709,1,retry,send_payment_link,0,0.0,train
PAY201979,C102702,10273.6,2026-06-21 17:13:16,failed,authentication_failure,3,card,297160.77,32,0.8556,0.1444,10853.29,19,0.3371,1,stop,stop,0,0.0,test
PAY201980,C102854,32846.28,2026-06-17 23:22:15,failed,authentication_failure,2,upi,819150.16,39,0.9337,0.0663,22496.12,46,0.57,0,retry,send_payment_link,1,32846.28,test
PAY201981,C102003,12422.25,2026-01-14 01:49:50,failed,payment_method_invalid,1,upi,475231.76,29,0.9078,0.0922,18051.38,42,0.3165,0,retry,send_payment_link,1,12422.25,train
PAY201982,C102495,6272.41,2026-07-20 03:25:30,failed,expired_card,3,upi,80020.08,12,0.9909,0.0091,6729.45,80,0.3001,1,stop,stop,0,0.0,train
PAY201983,C103808,12080.63,2026-07-30 04:07:29,failed,insufficient_funds,2,card,107861.66,21,0.5692,0.4308,9023.69,38,0.4316,0,retry,stop,0,0.0,train
PAY201984,C100019,19178.68,2026-05-15 12:51:07,failed,insufficient_funds,2,netbanking,210716.36,21,0.8937,0.1063,11227.59,77,0.6186,1,retry,send_payment_link,1,19178.68,validation
PAY201985,C100989,41251.16,2026-03-27 23:04:52,failed,network_error,3,netbanking,1761947.76,33,0.995,0.005,53660.66,56,0.8151,1,stop,schedule_retry,1,41251.16,train
PAY201986,C102788,9061.72,2026-01-22 21:01:17,failed,expired_card,1,card,73203.27,13,0.6155,0.3845,9148.77,2,0.3192,0,retry,send_payment_link,1,9061.72,train
PAY201987,C100493,2904.43,2026-03-21 00:39:38,failed,bank_decline,1,card,20924.51,8,0.9015,0.0985,2901.34,27,0.5885,1,retry,send_payment_link,1,2904.43,train
PAY201988,C100981,5493.24,2026-06-17 23:09:47,failed,insufficient_funds,1,card,320441.44,59,0.9573,0.0427,5673.38,22,0.8821,1,retry,schedule_retry,0,0.0,train
PAY201989,C100092,2479.63,2026-04-21 11:24:44,failed,bank_decline,1,card,102553.43,30,0.9007,0.0993,3795.34,42,0.599,0,retry,send_payment_link,1,2479.63,train
PAY201990,C100220,4384.74,2026-02-12 07:13:23,failed,authentication_failure,1,card,115893.81,34,0.9263,0.0737,3679.86,60,0.5925,1,retry,send_payment_link,1,4384.74,train
PAY201991,C101776,4064.6,2026-05-01 23:39:22,failed,insufficient_funds,2,upi,175556.65,31,0.8915,0.1085,6352.06,100,0.6454,0,retry,retry,0,0.0,train
PAY201992,C102640,17405.4,2026-04-13 10:46:05,failed,expired_card,1,upi,112636.53,11,0.8761,0.1239,11687.91,34,0.4542,0,retry,send_payment_link,1,17405.4,train
PAY201993,C100403,5041.14,2026-05-22 18:34:39,failed,insufficient_funds,2,card,9157.51,4,0.7284,0.2716,3143.08,14,0.5369,1,retry,send_payment_link,1,5041.14,validation
PAY201994,C103930,4955.61,2026-01-01 04:38:58,failed,bank_decline,1,card,174423.02,34,0.8279,0.1721,6196.57,36,0.5372,0,retry,send_payment_link,0,0.0,validation
PAY201995,C103102,9766.53,2026-07-01 03:38:52,failed,expired_card,2,upi,246871.34,23,0.7049,0.2951,15228.11,70,0.2039,0,retry,send_payment_link,1,9766.53,train
PAY201996,C102650,26556.37,2026-06-18 12:31:38,failed,insufficient_funds,1,card,552964.12,34,0.6056,0.3944,26857.34,42,0.5502,1,retry,send_payment_link,0,0.0,train
PAY201997,C100287,4165.96,2026-03-30 16:41:49,failed,expired_card,1,card,82230.52,17,0.9679,0.0321,4997.41,78,0.523,0,retry,send_payment_link,1,4165.96,train
PAY201998,C102075,4360.97,2026-07-14 21:16:45,failed,expired_card,1,card,104243.88,24,0.9255,0.0745,4693.05,78,0.4666,0,retry,send_payment_link,1,4360.97,test
PAY201999,C103683,6965.18,2026-07-21 13:20:24,failed,network_error,3,upi,205999.7,32,0.9543,0.0457,6745.51,18,0.7794,1,stop,schedule_retry,0,0.0,train
PAY202000,C100951,7837.41,2026-06-07 06:50:55,failed,payment_method_invalid,3,card,130926.52,14,0.8616,0.1384,10853.61,29,0.0861,0,stop,stop,0,0.0,train
PAY202001,C102163,10785.04,2026-07-20 07:35:01,failed,authentication_failure,1,wallet,73557.2,13,0.9377,0.0623,6034.49,17,0.6669,1,retry,retry,0,0.0,train
PAY202002,C102256,6152.95,2026-04-05 07:16:13,failed,bank_decline,1,netbanking,111954.65,26,0.5591,0.4409,7700.95,28,0.3518,1,retry,stop,0,0.0,test
PAY202003,C102785,5871.56,2026-07-20 04:30:47,failed,insufficient_funds,1,card,114759.62,29,0.935,0.065,4232.2,27,0.8521,1,retry,schedule_retry,1,5871.56,test
PAY202004,C103673,6018.97,2026-03-26 08:35:43,failed,network_error,1,netbanking,72665.7,9,0.9824,0.0176,8218.33,29,0.98,0,retry,schedule_retry,1,6018.97,train
PAY202005,C100523,6420.35,2026-06-26 09:15:46,failed,network_error,1,card,212585.25,34,0.995,0.005,6283.93,18,0.8961,1,retry,schedule_retry,1,6420.35,train
PAY202006,C100251,14510.1,2026-01-11 04:56:25,failed,insufficient_funds,1,netbanking,563863.96,49,0.9284,0.0716,12394.3,48,0.8194,1,retry,schedule_retry,0,0.0,train
PAY202007,C100358,10130.18,2026-01-10 20:53:38,failed,expired_card,1,card,264227.46,28,0.9768,0.0232,9660.51,43,0.4765,0,retry,send_payment_link,0,0.0,train
PAY202008,C101068,2939.54,2026-04-22 22:46:48,failed,payment_method_invalid,1,card,9213.35,4,0.7169,0.2831,3212.76,10,0.2728,0,retry,send_payment_link,0,0.0,test
PAY202009,C101414,2564.03,2026-06-02 23:07:58,failed,insufficient_funds,1,netbanking,8019.07,3,0.8773,0.1227,3046.92,70,0.7738,1,retry,schedule_retry,0,0.0,train
PAY202010,C103513,6097.3,2026-05-31 02:23:13,failed,expired_card,1,upi,53813.41,12,0.6379,0.3621,7030.26,6,0.2881,1,retry,send_payment_link,0,0.0,test
PAY202011,C102081,19998.43,2026-07-11 17:00:25,failed,bank_decline,1,card,372452.05,16,0.919,0.081,25329.28,25,0.599,0,retry,send_payment_link,0,0.0,train
PAY202012,C102979,35350.11,2026-03-29 04:27:55,failed,expired_card,1,netbanking,919529.26,32,0.9134,0.0866,31460.76,26,0.5234,0,retry,send_payment_link,0,0.0,test
PAY202013,C102302,6705.5,2026-04-03 01:45:01,failed,authentication_failure,1,upi,45692.17,13,0.995,0.005,3532.44,60,0.6418,1,retry,retry,1,6705.5,train
PAY202014,C103810,18936.09,2026-01-14 05:25:10,failed,network_error,1,upi,440581.06,29,0.9098,0.0902,16698.46,29,0.954,1,retry,schedule_retry,1,18936.09,validation
PAY202015,C101319,38168.83,2026-04-09 10:44:17,failed,bank_decline,1,netbanking,876285.48,29,0.9752,0.0248,30984.7,26,0.7161,1,retry,retry,0,0.0,train
PAY202016,C102676,5302.48,2026-03-15 16:16:46,failed,network_error,1,card,21009.57,6,0.9645,0.0355,3630.55,35,0.9673,1,retry,schedule_retry,0,0.0,test
PAY202017,C101090,4099.43,2026-05-02 00:22:15,failed,network_error,3,card,64034.17,14,0.9528,0.0472,4800.44,13,0.7198,1,stop,retry,1,4099.43,train
PAY202018,C100933,11572.24,2026-01-14 16:22:12,failed,bank_decline,2,wallet,1407405.19,65,0.995,0.005,21761.19,49,0.5631,0,retry,send_payment_link,0,0.0,train
PAY202019,C103925,11424.98,2026-06-30 06:26:54,failed,insufficient_funds,1,card,73411.48,7,0.9189,0.0811,11413.25,66,0.7484,1,retry,schedule_retry,0,0.0,train
PAY202020,C100096,4537.75,2026-04-07 14:53:35,failed,insufficient_funds,2,upi,39790.27,14,0.8448,0.1552,3364.21,33,0.6758,1,retry,retry,1,4537.75,train
PAY202021,C101090,9701.81,2026-05-13 13:21:55,failed,insufficient_funds,1,card,64034.17,14,0.9528,0.0472,4800.44,13,0.8609,1,retry,schedule_retry,1,9701.81,validation
PAY202022,C101544,6343.62,2026-07-31 13:01:13,failed,insufficient_funds,1,card,184364.18,25,0.8249,0.1751,8939.9,18,0.7397,1,retry,schedule_retry,1,6343.62,train
PAY202023,C100551,8622.2,2026-03-21 23:25:39,failed,network_error,1,card,17973.9,4,0.7658,0.2342,5867.42,10,0.8623,1,retry,schedule_retry,1,8622.2,train
PAY202024,C103087,7218.17,2026-06-01 14:47:26,failed,insufficient_funds,2,netbanking,133070.04,21,0.9619,0.0381,6587.97,39,0.7333,1,retry,schedule_retry,0,0.0,train
PAY202025,C101437,5326.67,2026-07-19 11:38:13,failed,insufficient_funds,1,upi,39014.45,7,0.9132,0.0868,6103.21,21,0.8205,1,retry,schedule_retry,0,0.0,train
PAY202026,C101835,3947.28,2026-01-16 18:37:35,failed,expired_card,2,upi,4742.13,1,0.8331,0.1669,5692.35,46,0.3876,1,retry,send_payment_link,1,3947.28,test
PAY202027,C101215,2231.28,2026-01-14 03:42:23,failed,expired_card,1,netbanking,53894.25,22,0.895,0.105,2737.21,8,0.4681,1,retry,send_payment_link,0,0.0,train
PAY202028,C103567,8199.17,2026-04-21 15:02:46,failed,payment_method_invalid,1,upi,85693.59,15,0.8516,0.1484,6708.57,18,0.3573,0,retry,send_payment_link,1,8199.17,validation
PAY202029,C101686,12267.01,2026-07-13 22:01:26,failed,payment_method_invalid,2,wallet,188724.97,25,0.9441,0.0559,7996.03,27,0.2663,0,retry,send_payment_link,0,0.0,train
PAY202030,C103149,1522.25,2026-04-17 18:58:50,failed,authentication_failure,1,card,2897.94,1,0.7337,0.2663,3949.84,29,0.4929,1,retry,send_payment_link,0,0.0,train
PAY202031,C102494,29046.68,2026-06-20 17:19:50,failed,expired_card,1,wallet,1422546.38,68,0.8617,0.1383,24277.23,47,0.4962,1,retry,send_payment_link,0,0.0,train
PAY202032,C103823,963.06,2026-07-22 07:35:59,failed,insufficient_funds,1,wallet,3311.02,4,0.7032,0.2968,1177.15,37,0.6668,0,retry,retry,0,0.0,train
PAY202033,C102412,10004.66,2026-01-22 03:25:20,failed,insufficient_funds,1,wallet,375302.49,33,0.9609,0.0391,11835.67,26,0.7729,1,retry,schedule_retry,0,0.0,test
PAY202034,C103943,3779.1,2026-02-03 21:32:52,failed,payment_method_invalid,2,card,88209.73,32,0.8439,0.1561,3266.47,61,0.1875,0,retry,send_payment_link,0,0.0,train
PAY202035,C102793,6958.33,2026-07-23 02:58:35,failed,payment_method_invalid,1,card,53390.31,24,0.6263,0.3737,3552.16,52,0.212,0,retry,send_payment_link,0,0.0,train
PAY202036,C100235,43038.7,2026-07-07 04:13:20,failed,bank_decline,1,upi,1275499.22,25,0.9221,0.0779,55331.78,20,0.696,1,retry,retry,1,43038.7,train
PAY202037,C100626,57405.02,2026-04-04 09:53:13,failed,bank_decline,1,upi,3735447.69,68,0.9254,0.0746,59358.72,42,0.7137,1,retry,escalate,1,57405.02,validation
PAY202038,C103158,20967.77,2026-03-03 13:51:25,failed,insufficient_funds,3,netbanking,557731.64,24,0.6385,0.3615,36393.98,22,0.2933,0,stop,stop,0,0.0,train
PAY202039,C100183,3092.31,2026-01-08 04:59:33,failed,insufficient_funds,2,upi,43317.04,18,0.9073,0.0927,2652.34,16,0.7591,1,retry,schedule_retry,1,3092.31,train
PAY202040,C100760,6174.0,2026-02-26 03:13:34,failed,bank_decline,1,card,122478.91,16,0.9739,0.0261,7860.48,75,0.551,0,retry,send_payment_link,1,6174.0,train
PAY202041,C103163,11205.87,2026-01-10 02:38:33,failed,insufficient_funds,1,card,105690.69,19,0.8618,0.1382,6454.77,72,0.797,1,retry,schedule_retry,1,11205.87,train
PAY202042,C101419,6989.41,2026-04-30 12:07:35,failed,bank_decline,2,netbanking,77614.83,21,0.5999,0.4001,6161.28,52,0.2288,0,retry,stop,0,0.0,test
PAY202043,C100868,3147.5,2026-01-29 03:31:27,failed,authentication_failure,2,card,5708.99,2,0.8213,0.1787,3475.51,21,0.4449,1,retry,stop,0,0.0,train
PAY202044,C100791,3000.31,2026-06-10 19:24:41,failed,authentication_failure,1,card,88188.98,31,0.8608,0.1392,3304.93,84,0.5918,0,retry,send_payment_link,1,3000.31,train
PAY202045,C101262,3538.43,2026-02-10 17:42:35,failed,authentication_failure,2,netbanking,73480.42,26,0.9075,0.0925,3114.38,5,0.4658,1,retry,send_payment_link,0,0.0,train
PAY202046,C103351,979.69,2026-07-16 13:37:17,failed,insufficient_funds,1,netbanking,3207.93,5,0.8341,0.1659,769.2,66,0.7155,1,retry,retry,1,979.69,validation
PAY202047,C101822,4281.21,2026-04-17 05:07:14,failed,network_error,1,card,135568.79,24,0.8764,0.1236,6445.16,45,0.8564,0,retry,schedule_retry,1,4281.21,train
PAY202048,C103815,12855.6,2026-07-05 07:46:06,failed,bank_decline,3,card,357463.1,28,0.9427,0.0573,13541.93,7,0.484,0,stop,stop,0,0.0,train
PAY202049,C102865,1514.07,2026-01-27 07:42:46,failed,bank_decline,3,card,1136.91,1,0.7502,0.2498,1515.48,18,0.2801,1,stop,stop,0,0.0,train
PAY202050,C101073,7385.15,2026-06-28 00:27:32,failed,payment_method_invalid,1,netbanking,32933.46,8,0.6003,0.3997,6857.72,60,0.1361,0,retry,send_payment_link,0,0.0,test
PAY202051,C100654,141205.23,2026-04-01 15:01:17,failed,network_error,2,upi,3979418.55,49,0.9084,0.0916,89404.49,7,0.7463,1,retry,escalate,1,141205.23,validation
PAY202052,C103775,1881.81,2026-03-04 21:26:33,failed,insufficient_funds,1,card,16490.85,6,0.8868,0.1132,3099.27,11,0.7948,0,retry,schedule_retry,0,0.0,test
PAY202053,C103609,8221.53,2026-03-29 13:02:02,failed,network_error,2,card,142218.96,28,0.8633,0.1367,5883.68,34,0.7882,1,retry,schedule_retry,1,8221.53,test
PAY202054,C100490,9200.63,2026-04-04 02:27:20,failed,bank_decline,2,upi,161169.01,20,0.995,0.005,8098.94,34,0.5504,1,retry,send_payment_link,1,9200.63,test
PAY202055,C101286,4123.61,2026-05-30 08:12:28,failed,network_error,2,card,70224.2,15,0.9538,0.0462,4908.46,18,0.9165,1,retry,schedule_retry,1,4123.61,validation
PAY202056,C102972,9828.79,2026-01-28 06:55:17,failed,network_error,3,upi,10790.99,2,0.7279,0.2721,7412.11,28,0.6552,1,stop,stop,0,0.0,test
PAY202057,C103930,5418.96,2026-03-29 11:54:02,failed,insufficient_funds,1,card,174423.02,34,0.8279,0.1721,6196.57,36,0.727,1,retry,schedule_retry,0,0.0,train
PAY202058,C103614,1869.39,2026-03-17 16:40:26,failed,network_error,2,card,66025.76,22,0.8513,0.1487,3525.2,40,0.7671,1,retry,schedule_retry,1,1869.39,train
PAY202059,C101141,3986.86,2026-01-21 00:02:41,failed,expired_card,1,upi,479053.72,38,0.9506,0.0494,13261.14,92,0.568,0,retry,send_payment_link,0,0.0,train
PAY202060,C103587,10908.47,2026-04-30 12:55:43,failed,insufficient_funds,2,upi,232471.36,16,0.8701,0.1299,16697.91,3,0.6675,0,retry,retry,1,10908.47,train
PAY202061,C102902,2073.5,2026-01-17 08:37:52,failed,authentication_failure,1,upi,6346.37,3,0.8433,0.1567,2508.54,69,0.5718,1,retry,send_payment_link,1,2073.5,validation
PAY202062,C101850,7315.05,2026-04-26 17:31:04,failed,expired_card,3,upi,80719.25,12,0.9765,0.0235,6888.4,24,0.3299,0,stop,stop,0,0.0,train
PAY202063,C101506,48003.53,2026-05-05 22:12:54,failed,insufficient_funds,1,card,852564.3,22,0.995,0.005,38947.66,43,0.8747,1,retry,schedule_retry,1,48003.53,train
PAY202064,C103252,9036.66,2026-06-08 20:36:12,failed,insufficient_funds,2,card,254233.73,27,0.952,0.048,9890.83,18,0.7024,1,retry,retry,1,9036.66,validation
PAY202065,C103346,22602.85,2026-02-15 13:04:13,failed,insufficient_funds,1,upi,843010.8,28,0.8132,0.1868,37025.66,66,0.7878,0,retry,schedule_retry,1,22602.85,train
PAY202066,C103656,8374.13,2026-02-26 03:54:47,failed,insufficient_funds,1,card,30021.31,4,0.7845,0.2155,9567.06,29,0.7658,1,retry,schedule_retry,1,8374.13,train
PAY202067,C101849,38597.3,2026-01-17 07:36:36,failed,expired_card,1,netbanking,2072653.25,50,0.995,0.005,41661.37,74,0.5234,1,retry,send_payment_link,1,38597.3,validation
PAY202068,C101066,4048.33,2026-01-09 05:11:17,failed,payment_method_invalid,2,upi,63701.24,33,0.8759,0.1241,2203.75,25,0.2324,0,retry,send_payment_link,0,0.0,test
PAY202069,C103482,38416.27,2026-07-02 11:25:46,failed,insufficient_funds,2,card,1068464.81,36,0.9388,0.0612,31613.56,50,0.8357,1,retry,schedule_retry,0,0.0,train
PAY202070,C101211,15872.18,2026-05-21 04:31:41,failed,network_error,1,netbanking,736293.69,27,0.9622,0.0378,28341.58,1,0.948,0,retry,schedule_retry,1,15872.18,test
PAY202071,C103015,6102.57,2026-01-11 04:10:56,failed,authentication_failure,2,wallet,196753.95,34,0.8493,0.1507,6813.96,29,0.4669,1,retry,send_payment_link,1,6102.57,train
PAY202072,C102037,3576.02,2026-07-09 09:03:16,failed,bank_decline,1,card,9771.96,4,0.8717,0.1283,2802.41,93,0.5199,1,retry,send_payment_link,0,0.0,train
PAY202073,C102344,35446.91,2026-01-19 23:01:45,failed,network_error,1,upi,960020.35,30,0.9094,0.0906,35187.35,94,0.98,1,retry,schedule_retry,1,35446.91,test
PAY202074,C100838,5187.1,2026-01-30 04:56:49,failed,bank_decline,1,card,216246.18,27,0.8747,0.1253,9156.82,6,0.5124,0,retry,send_payment_link,1,5187.1,train
PAY202075,C100999,10378.47,2026-04-27 21:18:21,failed,insufficient_funds,2,upi,92931.34,14,0.8517,0.1483,7793.53,73,0.6643,0,retry,retry,1,10378.47,train
PAY202076,C102610,61066.72,2026-04-01 01:43:58,failed,insufficient_funds,1,upi,3611595.81,69,0.9734,0.0266,53772.2,31,0.8319,1,retry,escalate,1,61066.72,train
PAY202077,C101039,1056.61,2026-07-25 05:04:39,failed,payment_method_invalid,1,card,4694.48,5,0.8411,0.1589,1116.3,2,0.3806,0,retry,send_payment_link,1,1056.61,train
PAY202078,C102676,2737.81,2026-04-21 09:31:26,failed,expired_card,2,netbanking,21009.57,6,0.9645,0.0355,3630.55,35,0.3816,1,retry,send_payment_link,1,2737.81,train
PAY202079,C103965,7890.61,2026-05-14 22:04:17,failed,network_error,1,card,12857.36,3,0.7744,0.2256,5534.54,31,0.7626,1,retry,schedule_retry,1,7890.61,validation
PAY202080,C100329,1685.02,2026-01-22 01:34:17,failed,payment_method_invalid,1,netbanking,102528.05,34,0.9485,0.0515,3179.35,46,0.4168,0,retry,send_payment_link,0,0.0,train
PAY202081,C103701,4345.23,2026-06-06 19:15:07,failed,network_error,1,card,95401.51,14,0.9102,0.0898,7486.31,65,0.9433,1,retry,schedule_retry,1,4345.23,test
PAY202082,C100686,10918.95,2026-05-11 02:03:01,failed,insufficient_funds,2,netbanking,298333.55,27,0.7825,0.2175,14121.37,96,0.5503,0,retry,send_payment_link,1,10918.95,train
PAY202083,C100553,9890.68,2026-04-13 00:55:46,failed,payment_method_invalid,1,netbanking,148207.19,29,0.5744,0.4256,8897.85,24,0.0742,0,retry,send_payment_link,1,9890.68,train
PAY202084,C103336,3550.2,2026-05-22 18:41:36,failed,expired_card,3,card,102492.82,18,0.995,0.005,5722.66,13,0.2832,0,stop,stop,0,0.0,validation
PAY202085,C100816,71054.33,2026-07-13 00:19:29,failed,expired_card,1,netbanking,2709123.47,32,0.9847,0.0153,85978.68,43,0.5108,0,retry,escalate,1,71054.33,train
PAY202086,C102590,29833.53,2026-04-01 13:02:02,failed,insufficient_funds,1,card,1965896.4,64,0.9137,0.0863,33619.62,39,0.8821,1,retry,schedule_retry,1,29833.53,validation
PAY202087,C100427,18134.24,2026-02-20 10:54:22,failed,network_error,1,card,681618.57,46,0.9214,0.0786,16081.83,2,0.98,1,retry,schedule_retry,1,18134.24,train
PAY202088,C100346,3653.2,2026-04-22 10:07:38,failed,payment_method_invalid,3,upi,58987.26,22,0.6662,0.3338,4024.84,18,0.02,0,stop,stop,0,0.0,train
PAY202089,C100805,7180.83,2026-02-22 02:04:44,failed,insufficient_funds,1,wallet,25805.57,4,0.8165,0.1835,7900.99,11,0.7228,1,retry,schedule_retry,0,0.0,train
PAY202090,C102082,7651.26,2026-06-27 06:18:48,failed,authentication_failure,2,card,274376.36,31,0.9036,0.0964,9795.31,30,0.5299,1,retry,send_payment_link,0,0.0,train
PAY202091,C101160,22909.39,2026-02-12 01:14:20,failed,authentication_failure,1,card,35349.59,3,0.753,0.247,15648.69,36,0.5108,1,retry,send_payment_link,1,22909.39,test
PAY202092,C100893,2605.02,2026-04-08 03:21:08,failed,network_error,1,wallet,3316.89,2,0.802,0.198,2067.89,16,0.8959,1,retry,schedule_retry,0,0.0,test
PAY202093,C103350,7392.89,2026-03-11 19:45:09,failed,authentication_failure,1,card,4866.37,1,0.8189,0.1811,5942.86,80,0.4807,0,retry,send_payment_link,0,0.0,test
PAY202094,C100696,22907.35,2026-01-16 16:00:31,failed,payment_method_invalid,1,netbanking,932601.92,33,0.9396,0.0604,30077.14,34,0.4155,0,retry,send_payment_link,1,22907.35,validation
PAY202095,C100380,12961.33,2026-01-17 14:29:07,failed,authentication_failure,2,wallet,151518.2,11,0.8882,0.1118,15508.36,118,0.4737,1,retry,send_payment_link,1,12961.33,train
PAY202096,C100441,6324.23,2026-06-16 11:51:27,failed,network_error,1,netbanking,11745.71,3,0.7314,0.2686,5352.93,49,0.823,1,retry,schedule_retry,1,6324.23,train
PAY202097,C103528,37832.1,2026-04-29 19:12:04,failed,bank_decline,1,card,2462070.73,56,0.9461,0.0539,46468.9,19,0.6433,1,retry,retry,1,37832.1,train
PAY202098,C101902,15859.46,2026-03-12 19:19:07,failed,network_error,2,card,1484066.84,68,0.995,0.005,21934.18,125,0.8903,0,retry,schedule_retry,1,15859.46,test
PAY202099,C103887,62403.83,2026-07-10 20:50:16,failed,insufficient_funds,1,netbanking,3316771.68,60,0.98,0.02,56406.23,43,0.8186,1,retry,escalate,0,0.0,train
