customer_id,segment,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success
C100966,at_risk,73924.47,16,0.602,0.398,7674.48,15
C100967,new,805.09,1,0.718,0.282,1121.35,48
C100968,regular,60609.31,9,0.8994,0.1006,7488.02,20
C100969,regular,154048.8,25,0.9193,0.0807,6703.21,41
C100970,regular,46993.53,9,0.9514,0.0486,5488.12,14
C100971,new,6149.03,5,0.7288,0.2712,1687.49,32
C100972,new,2184.28,4,0.798,0.202,684.31,16
C100973,at_risk,163224.39,26,0.6206,0.3794,10115.02,26
C100974,regular,274249.21,25,0.9256,0.0744,11851.25,102
C100975,regular,75938.19,18,0.8866,0.1134,4758.33,23
C100976,regular,211796.03,28,0.9722,0.0278,7780.11,11
C100977,regular,286475.27,31,0.9053,0.0947,10207.34,33
C100978,regular,48377.27,17,0.9898,0.0102,2874.94,34
C100979,new,8020.88,1,0.7444,0.2556,10774.49,33
C100980,at_risk,56091.44,14,0.6534,0.3466,6131.57,46
C100981,high_value,320441.44,59,0.9573,0.0427,5673.38,22
C100982,high_value,894026.42,55,0.9453,0.0547,17196.51,49
C100983,regular,125291.15,31,0.9385,0.0615,4306.71,31
C100984,new,28962.05,4,0.7665,0.2335,9445.74,10
C100985,at_risk,73539.13,27,0.5002,0.4998,5445.04,54
C100986,regular,46530.17,9,0.7722,0.2278,6695.43,35
C100987,new,11348.5,3,0.8373,0.1627,4518.12,47
C100988,regular,79866.67,9,0.9654,0.0346,9192.49,11
C100989,high_value,1761947.76,33,0.995,0.005,53660.66,56
C100990,regular,439072.98,34,0.9092,0.0908,14203.42,120
C100991,high_value,805135.25,41,0.9018,0.0982,21775.07,10
C100992,high_value,1333931.49,61,0.9411,0.0589,23235.89,61
C100993,regular,115626.46,22,0.9105,0.0895,5772.29,36
C100994,at_risk,94286.08,24,0.5747,0.4253,6836.09,31
C100995,regular,102129.5,19,0.9842,0.0158,5461.61,56
C100996,regular,40022.7,10,0.995,0.005,4022.38,52
C100997,new,15314.25,5,0.8015,0.1985,3821.29,71
C100998,at_risk,36652.07,10,0.6195,0.3805,5916.29,12
C100999,regular,92931.34,14,0.8517,0.1483,7793.53,73
C101000,new,3253.85,3,0.8496,0.1504,1276.64,40
C101001,regular,126055.08,25,0.9134,0.0866,5520.05,7
C101002,new,6983.47,3,0.767,0.233,3035.02,23
C101003,new,17991.24,2,0.8017,0.1983,11221.34,36
C101004,regular,143262.43,29,0.8836,0.1164,5590.59,22
C101005,regular,181059.47,32,0.9166,0.0834,6172.87,28
C101006,at_risk,384783.7,21,0.5551,0.4449,33009.18,20
C101007,regular,143518.25,17,0.9589,0.0411,8803.92,160
C101008,high_value,468956.42,59,0.9553,0.0447,8320.32,49
C101009,regular,87147.35,19,0.9621,0.0379,4767.16,33
C101010,regular,38297.84,10,0.9009,0.0991,4250.83,13
C101011,regular,59598.08,8,0.9039,0.0961,8242.06,71
C101012,regular,18951.68,18,0.8554,0.1446,1230.79,45
C101013,at_risk,75734.98,8,0.6542,0.3458,14471.16,15
C101014,regular,89320.79,22,0.8706,0.1294,4663.56,15
C101015,new,5780.01,2,0.7581,0.2419,3812.11,29
C101016,regular,28262.83,9,0.91,0.09,3450.72,33
C101017,high_value,507898.19,43,0.9655,0.0345,12234.22,49
C101018,new,6820.68,4,0.7032,0.2968,2424.78,30
C101019,regular,192677.49,17,0.8996,0.1004,12598.71,52
C101020,high_value,3503738.26,61,0.995,0.005,57726.97,22
C101021,high_value,1350667.13,34,0.943,0.057,42127.85,30
C101022,at_risk,93594.74,36,0.6099,0.3901,4262.84,73
C101023,regular,112283.99,24,0.9173,0.0827,5100.25,53
C101024,regular,125229.14,29,0.9043,0.0957,4775.07,32
C101025,regular,180359.63,33,0.8636,0.1364,6328.48,39
C101026,at_risk,538965.99,29,0.6184,0.3816,30055.15,30
C101027,regular,67092.64,15,0.9547,0.0453,4684.91,9
C101028,high_value,496296.03,37,0.9127,0.0873,14696.45,90
C101029,regular,79087.62,17,0.8931,0.1069,5208.78,15
C101030,regular,180209.66,31,0.8478,0.1522,6856.61,24
C101031,regular,127608.45,26,0.9524,0.0476,5153.52,143
C101032,regular,60448.61,13,0.9058,0.0942,5133.22,13
C101033,at_risk,129965.98,37,0.5817,0.4183,6038.07,29
C101034,regular,85228.24,25,0.9142,0.0858,3729.28,76
C101035,regular,29492.38,10,0.8558,0.1442,3446.02,102
C101036,regular,110257.84,19,0.8635,0.1365,6720.43,45
C101037,regular,90943.21,14,0.8443,0.1557,7693.94,72
C101038,regular,86848.97,34,0.862,0.138,2963.34,27
C101039,new,4694.48,5,0.8411,0.1589,1116.3,2
C101040,new,32063.63,5,0.747,0.253,8584.53,68
C101041,regular,64338.79,7,0.931,0.069,9872.67,31
C101042,regular,258961.67,30,0.8724,0.1276,9894.99,25
C101043,regular,146862.83,14,0.9442,0.0558,11110.4,23
C101044,new,9816.06,4,0.7338,0.2662,3344.14,51
C101045,regular,48924.52,7,0.9118,0.0882,7665.59,50
C101046,new,3496.5,4,0.7824,0.2176,1117.27,32
C101047,high_value,1287224.83,61,0.995,0.005,21208.09,43
C101048,high_value,1021269.38,35,0.9884,0.0116,29522.5,13
C101049,regular,203772.6,25,0.8833,0.1167,9227.58,27
C101050,regular,508490.45,25,0.9408,0.0592,21618.87,13
C101051,new,5045.32,3,0.8762,0.1238,1919.36,13
C101052,regular,46072.7,10,0.8367,0.1633,5506.7,40
C101053,new,2264.2,2,0.7421,0.2579,1525.56,33
C101054,regular,23022.86,7,0.8993,0.1007,3657.11,22
C101055,regular,22424.23,9,0.8912,0.1088,2795.66,26
C101056,at_risk,172681.98,35,0.605,0.395,8154.64,43
C101057,regular,247066.3,17,0.8513,0.1487,17071.71,52
C101058,regular,150606.65,9,0.9732,0.0268,17195.28,46
C101059,regular,85979.8,26,0.846,0.154,3908.96,6
C101060,at_risk,105108.73,12,0.611,0.389,14335.84,3
C101061,regular,33359.1,8,0.9571,0.0429,4356.97,17
C101062,regular,138380.5,28,0.9086,0.0914,5439.06,3
C101063,regular,342125.04,31,0.8659,0.1341,12745.06,83
C101064,regular,70707.45,26,0.8493,0.1507,3202.03,25
C101065,at_risk,39305.9,29,0.6097,0.3903,2223.2,10
C101066,regular,63701.24,33,0.8759,0.1241,2203.75,25
C101067,regular,649517.42,33,0.9192,0.0808,21411.65,5
C101068,new,9213.35,4,0.7169,0.2831,3212.76,10
C101069,regular,51142.96,7,0.9466,0.0534,7718.4,24
C101070,high_value,839879.64,56,0.9652,0.0348,15538.6,21
C101071,regular,114986.27,15,0.9185,0.0815,8345.56,24
C101072,regular,158495.33,28,0.9748,0.0252,5806.59,44
C101073,at_risk,32933.46,8,0.6003,0.3997,6857.72,60
C101074,high_value,360338.19,39,0.9273,0.0727,9963.4,35
C101075,regular,111526.54,15,0.8854,0.1146,8397.92,63
C101076,regular,68782.47,27,0.9013,0.0987,2826.36,21
C101077,regular,103822.35,28,0.9059,0.0941,4093.07,68
C101078,regular,204331.33,34,0.8726,0.1274,6887.02,35
C101079,regular,22900.16,15,0.819,0.181,1864.16,57
C101080,regular,77910.86,16,0.8848,0.1152,5503.68,22
C101081,at_risk,133233.88,38,0.6362,0.3638,5511.16,34
C101082,at_risk,183146.22,32,0.6261,0.3739,9140.76,111
C101083,high_value,847767.42,31,0.995,0.005,27484.76,34
C101084,at_risk,201716.4,28,0.708,0.292,10175.41,60
C101085,high_value,1103367.25,27,0.9942,0.0058,41105.1,65
C101086,high_value,1984073.59,48,0.995,0.005,41542.58,48
C101087,high_value,1979579.45,41,0.9945,0.0055,48549.21,54
C101088,regular,31504.51,6,0.9869,0.0131,5320.2,22
C101089,regular,76527.16,14,0.9933,0.0067,5503.16,16
C101090,regular,64034.17,14,0.9528,0.0472,4800.44,13
C101091,regular,67257.23,19,0.9418,0.0582,3758.66,42
C101092,regular,38688.6,18,0.9008,0.0992,2386.16,33
C101093,regular,191761.71,30,0.9081,0.0919,7038.63,40
C101094,regular,138072.71,28,0.8948,0.1052,5510.93,11
C101095,regular,77260.46,27,0.938,0.062,3050.78,18
C101096,regular,35423.41,6,0.8776,0.1224,6727.45,59
C101097,high_value,425076.22,35,0.9514,0.0486,12765.43,37
C101098,high_value,1454726.01,55,0.854,0.146,30970.76,35
C101099,new,6868.82,2,0.8575,0.1425,4004.96,27
C101100,new,3886.68,2,0.7701,0.2299,2523.56,17
C101101,regular,97708.3,19,0.9305,0.0695,5526.64,70
C101102,high_value,386289.38,15,0.995,0.005,25882.04,77
C101103,high_value,556748.93,20,0.9735,0.0265,28594.83,34
C101104,new,24504.51,5,0.845,0.155,5799.91,29
C101105,high_value,1617470.69,67,0.9041,0.0959,26701.44,81
C101106,new,9812.73,3,0.8879,0.1121,3683.95,19
C101107,regular,130598.56,27,0.9589,0.0411,5044.2,23
C101108,at_risk,186758.95,39,0.6294,0.3706,7608.17,57
C101109,new,11786.59,2,0.8441,0.1559,6981.52,22
C101110,new,10092.19,5,0.7274,0.2726,2774.82,32
C101111,regular,23144.88,13,0.897,0.103,1984.78,4
C101112,regular,166063.34,18,0.975,0.025,9462.38,79
C101113,at_risk,134528.65,34,0.536,0.464,7382.19,54
C101114,at_risk,361030.34,35,0.6452,0.3548,15987.02,67
C101115,new,101843.95,5,0.8039,0.1961,25335.96,15
C101116,new,4212.84,2,0.8686,0.1314,2425.03,90
C101117,high_value,945634.71,51,0.8888,0.1112,20862.45,30
C101118,regular,87508.7,27,0.9824,0.0176,3299.02,70
C101119,high_value,240009.36,45,0.9348,0.0652,5705.4,42
C101120,regular,173683.23,29,0.8899,0.1101,6730.17,56
C101121,new,4231.86,3,0.725,0.275,1945.65,44
C101122,high_value,776729.67,15,0.911,0.089,56837.9,22
C101123,new,4300.93,3,0.7982,0.2018,1796.19,8
C101124,regular,107507.99,30,0.8599,0.1401,4167.24,74
C101125,regular,89122.96,18,0.9433,0.0567,5248.82,2
C101126,regular,183301.48,17,0.8802,0.1198,12250.45,60
C101127,regular,126625.66,17,0.8554,0.1446,8707.56,74
C101128,regular,268122.02,25,0.8862,0.1138,12101.44,10
C101129,at_risk,49449.79,8,0.6352,0.3648,9731.88,23
C101130,at_risk,24963.98,5,0.6075,0.3925,8218.34,9
C101131,regular,127902.15,18,0.9115,0.0885,7795.25,20
C101132,new,9903.27,4,0.8113,0.1887,3051.56,66
C101133,high_value,1682148.35,47,0.995,0.005,35970.24,55
C101134,at_risk,202825.04,38,0.606,0.394,8807.09,50
C101135,regular,118577.35,17,0.863,0.137,8082.34,23
C101136,regular,22291.51,10,0.9134,0.0866,2440.43,2
C101137,regular,96572.97,19,0.9312,0.0688,5458.44,11
C101138,new,4087.79,5,0.7143,0.2857,1144.61,27
C101139,regular,59958.81,12,0.8699,0.1301,5743.69,13
C101140,regular,234819.61,21,0.8776,0.1224,12740.91,60
C101141,high_value,479053.72,38,0.9506,0.0494,13261.14,92
C101142,high_value,1693275.48,47,0.9258,0.0742,38916.56,41
C101143,high_value,395510.07,17,0.9918,0.0082,23457.25,9
C101144,regular,127785.16,31,0.8378,0.1622,4920.33,76
C101145,regular,176625.33,28,0.8389,0.1611,7519.31,35
C101146,high_value,1013158.84,45,0.945,0.055,23825.65,32
C101147,high_value,861022.76,46,0.9521,0.0479,19659.67,47
C101148,regular,118089.84,19,0.8445,0.1555,7359.33,11
C101149,high_value,1127807.64,30,0.9327,0.0673,40306.35,24
C101150,new,9688.8,3,0.762,0.238,4238.58,30
C101151,high_value,309537.07,17,0.9423,0.0577,19322.97,39
C101152,new,3192.72,4,0.7868,0.2132,1014.42,42
C101153,new,8750.27,3,0.7502,0.2498,3887.82,47
C101154,regular,407934.33,34,0.9765,0.0235,12286.78,20
C101155,new,5831.08,5,0.802,0.198,1454.19,6
C101156,new,6094.52,3,0.7437,0.2563,2731.69,27
C101157,new,8132.25,2,0.7843,0.2157,5184.71,29
C101158,regular,187993.37,34,0.9156,0.0844,6039.03,6
C101159,high_value,1110353.23,68,0.995,0.005,16410.78,19
C101160,new,35349.59,3,0.753,0.247,15648.69,36
C101161,regular,174232.25,18,0.9445,0.0555,10248.02,22
C101162,high_value,2903810.4,54,0.9619,0.0381,55905.18,35
C101163,new,7356.53,5,0.8471,0.1529,1736.83,21
C101164,new,10641.07,4,0.8381,0.1619,3174.2,50
C101165,high_value,1290779.98,49,0.9689,0.0311,27189.0,14
C101166,high_value,1495085.15,57,0.9482,0.0518,27662.56,32
C101167,regular,66470.85,28,0.9328,0.0672,2544.99,33
C101168,high_value,2131458.39,51,0.9519,0.0481,43906.07,59
C101169,new,1870.83,1,0.8556,0.1444,2186.54,25
C101170,regular,36660.65,15,0.9135,0.0865,2675.38,91
C101171,high_value,430543.15,22,0.9417,0.0583,20780.7,89
C101172,regular,51042.0,31,0.8893,0.1107,1851.44,15
C101173,high_value,839854.74,40,0.9054,0.0946,23189.81,31
C101174,regular,149833.13,16,0.935,0.065,10015.1,10
C101175,high_value,2064115.85,63,0.9231,0.0769,35493.19,45
C101176,regular,117429.55,13,0.9594,0.0406,9415.14,22
C101177,regular,81605.73,9,0.8518,0.1482,10644.65,35
C101178,regular,123028.04,30,0.9157,0.0843,4478.34,26
C101179,regular,64194.53,14,0.9618,0.0382,4767.64,156
C101180,high_value,332775.8,30,0.8631,0.1369,12851.23,29
C101181,new,1731.57,1,0.8708,0.1292,1988.43,27
C101182,new,5019.55,3,0.7609,0.2391,2199.06,61
C101183,new,23511.51,5,0.7863,0.2137,5979.91,67
C101184,new,6160.23,3,0.8057,0.1943,2548.56,38
C101185,high_value,2286913.6,68,0.9927,0.0073,33879.22,68
C101186,regular,162660.29,29,0.9223,0.0777,6081.35,140
C101187,at_risk,228051.96,13,0.6649,0.3351,26384.31,25
C101188,new,36396.55,3,0.8034,0.1966,15101.83,12
C101189,regular,113801.95,8,0.9892,0.0108,14379.98,42
C101190,regular,308071.13,20,0.9335,0.0665,16500.78,64
C101191,regular,180143.92,18,0.995,0.005,10058.29,86
C101192,high_value,354573.37,18,0.995,0.005,19797.51,48
C101193,at_risk,91615.34,19,0.5387,0.4613,8950.23,33
C101194,high_value,1576878.17,33,0.995,0.005,48024.31,17
C101195,new,13836.17,4,0.7542,0.2458,4586.65,74
C101196,regular,137177.08,18,0.9773,0.0227,7797.97,40
C101197,regular,123453.08,10,0.9112,0.0888,13548.32,6
C101198,regular,43265.73,8,0.9577,0.0423,5646.8,111
C101199,high_value,1279975.29,34,0.929,0.071,40522.7,12
C101200,regular,78691.62,16,0.9382,0.0618,5242.43,65
C101201,regular,103375.59,19,0.8986,0.1014,6054.73,38
C101202,high_value,1799721.93,48,0.995,0.005,37682.62,7
C101203,regular,102304.62,29,0.9297,0.0703,3794.34,30
C101204,new,4477.19,3,0.8221,0.1779,1815.31,25
C101205,new,9412.33,5,0.6826,0.3174,2757.72,9
C101206,regular,101639.75,19,0.9061,0.0939,5903.51,45
C101207,regular,42434.64,13,0.9285,0.0715,3515.66,59
C101208,regular,136618.5,13,0.9201,0.0799,11422.17,31
C101209,regular,192183.1,23,0.9533,0.0467,8765.56,25
C101210,high_value,280704.19,24,0.9435,0.0565,12395.95,47
C101211,high_value,736293.69,27,0.9622,0.0378,28341.58,1
C101212,regular,247371.82,18,0.9632,0.0368,14268.6,23
C101213,regular,68550.42,32,0.8075,0.1925,2653.01,24
C101214,regular,311850.43,18,0.9365,0.0635,18499.35,32
C101215,regular,53894.25,22,0.895,0.105,2737.21,8
C101216,regular,20453.79,7,0.8689,0.1311,3362.66,4
C101217,regular,47013.76,11,0.9251,0.0749,4619.79,13
C101218,regular,386395.93,30,0.9652,0.0348,13343.76,44
C101219,new,6873.12,4,0.8268,0.1732,2078.33,24
C101220,new,18225.38,4,0.7739,0.2261,5887.36,13
C101221,regular,104794.52,15,0.9494,0.0506,7358.58,100
C101222,high_value,796728.42,51,0.995,0.005,15700.63,25
C101223,regular,92705.45,18,0.9061,0.0939,5684.23,32
C101224,new,3613.16,4,0.7488,0.2512,1206.3,73
C101225,high_value,821448.05,30,0.9314,0.0686,29397.87,36
C101226,regular,91618.9,23,0.9477,0.0523,4203.25,47
C101227,regular,19386.0,7,0.9081,0.0919,3049.68,16
C101228,at_risk,19683.95,6,0.5729,0.4271,5726.19,34
C101229,new,4123.57,4,0.7042,0.2958,1463.96,92
C101230,regular,229632.41,20,0.9474,0.0526,12118.67,43
C101231,regular,142867.99,16,0.8854,0.1146,10085.05,38
C101232,new,1893.98,1,0.7949,0.2051,2382.76,27
C101233,regular,132081.98,10,0.9658,0.0342,13676.1,10
C101234,regular,123865.51,18,0.8511,0.1489,8085.34,68
C101235,new,12733.32,3,0.778,0.222,5455.8,30
C101236,regular,24685.85,18,0.9023,0.0977,1519.9,18
C101237,regular,33430.56,11,0.9271,0.0729,3278.16,9
C101238,new,6519.78,1,0.8358,0.1642,7801.0,40
C101239,new,18549.93,3,0.7202,0.2798,8585.85,12
C101240,high_value,521372.68,63,0.9856,0.0144,8396.32,69
C101241,regular,168585.7,21,0.9564,0.0436,8393.7,19
C101242,regular,129117.75,27,0.9016,0.0984,5303.98,34
C101243,new,3821.76,1,0.7738,0.2262,4938.86,42
C101244,regular,57717.43,13,0.9288,0.0712,4779.99,39
C101245,regular,111495.58,34,0.9255,0.0745,3543.19,59
C101246,regular,235697.87,23,0.9362,0.0638,10946.03,21
C101247,regular,218760.91,28,0.9353,0.0647,8353.73,33
C101248,high_value,729915.68,62,0.9158,0.0842,12855.09,49
C101249,at_risk,39967.3,26,0.6646,0.3354,2313.11,86
C101250,new,8282.8,3,0.8325,0.1675,3316.42,56
C101251,new,9250.1,2,0.7884,0.2116,5866.57,64
C101252,new,1185.58,1,0.7128,0.2872,1663.36,25
C101253,regular,61985.33,8,0.9048,0.0952,8563.06,43
C101254,new,832.29,1,0.7887,0.2113,1055.21,78
C101255,high_value,1624873.04,31,0.9085,0.0915,57694.73,31
C101256,high_value,1560858.92,45,0.9438,0.0562,36751.41,43
C101257,high_value,730651.54,33,0.8966,0.1034,24694.95,7
C101258,regular,120398.08,28,0.9373,0.0627,4587.43,52
C101259,at_risk,65223.98,33,0.6275,0.3725,3149.94,38
C101260,new,9845.01,3,0.7059,0.2941,4648.65,50
C101261,regular,99457.54,15,0.9258,0.0742,7161.79,26
C101262,regular,73480.42,26,0.9075,0.0925,3114.38,5
C101263,at_risk,129152.74,34,0.6432,0.3568,5905.44,54
C101264,regular,156621.26,29,0.8924,0.1076,6052.05,18
C101265,high_value,554896.08,33,0.9239,0.0761,18199.4,8
C101266,new,1356.79,1,0.7453,0.2547,1820.43,36
C101267,at_risk,111051.33,25,0.5958,0.4042,7455.83,94
C101268,regular,19163.55,13,0.9108,0.0892,1618.4,16
C101269,regular,32696.47,13,0.9167,0.0833,2743.78,19
C101270,at_risk,95441.84,28,0.6114,0.3886,5574.97,55
C101271,regular,33952.91,7,0.891,0.109,5444.09,28
C101272,regular,493622.4,23,0.8942,0.1058,24001.52,53
C101273,regular,67261.33,28,0.995,0.005,2414.26,26
C101274,new,12500.97,5,0.7453,0.2547,3354.54,23
C101275,regular,49341.02,17,0.8849,0.1151,3279.97,17
C101276,new,14045.92,4,0.9282,0.0718,3783.01,41
C101277,new,13142.78,4,0.7989,0.2011,4112.54,17
C101278,high_value,756715.8,51,0.8979,0.1021,16524.72,22
C101279,regular,69416.82,10,0.9479,0.0521,7323.06,68
C101280,regular,224231.35,15,0.869,0.131,17201.3,120
C101281,regular,117433.5,17,0.9509,0.0491,7264.48,44
C101282,regular,275591.15,32,0.9005,0.0995,9563.75,70
C101283,regular,43252.1,9,0.8902,0.1098,5398.49,24
C101284,at_risk,153109.61,22,0.6924,0.3076,10051.13,27
C101285,at_risk,71371.24,20,0.6455,0.3545,5528.47,38
C101286,regular,70224.2,15,0.9538,0.0462,4908.46,18
C101287,regular,151718.33,24,0.9296,0.0704,6800.55,23
C101288,regular,48333.06,12,0.89,0.11,4525.57,52
C101289,regular,281353.16,31,0.9375,0.0625,9680.86,33
C101290,regular,82918.2,32,0.9644,0.0356,2686.8,29
C101291,regular,165147.41,17,0.9161,0.0839,10604.68,28
C101292,regular,177735.24,27,0.9911,0.0089,6642.07,13
C101293,regular,147884.06,27,0.9483,0.0517,5775.97,37
C101294,regular,60530.9,25,0.9195,0.0805,2633.1,18
C101295,regular,38430.92,11,0.9213,0.0787,3792.09,7
C101296,new,5061.95,1,0.7862,0.2138,6438.71,12
C101297,new,17400.87,4,0.7237,0.2763,6011.12,28
C101298,high_value,992490.25,31,0.9559,0.0441,33491.21,49
C101299,regular,80926.26,7,0.92,0.08,12566.83,58
C101300,regular,82645.51,16,0.8913,0.1087,5795.45,9
C101301,regular,63079.49,9,0.9252,0.0748,7575.51,46
C101302,high_value,548874.67,23,0.961,0.039,24833.65,97
C101303,regular,53003.18,14,0.9448,0.0552,4007.07,60
C101304,high_value,2016134.32,29,0.9898,0.0102,70235.46,36
C101305,at_risk,66493.26,24,0.6275,0.3725,4415.07,38
C101306,regular,130263.82,24,0.8485,0.1515,6396.96,35
C101307,regular,69626.88,23,0.9906,0.0094,3056.04,22
C101308,new,12294.18,4,0.7736,0.2264,3972.97,62
C101309,at_risk,271687.92,37,0.6164,0.3836,11913.35,15
C101310,regular,73718.25,12,0.8946,0.1054,6867.07,37
C101311,at_risk,151467.14,13,0.598,0.402,19483.11,7
C101312,regular,46837.46,6,0.9795,0.0205,7969.76,66
C101313,new,4424.1,2,0.8424,0.1576,2625.98,36
C101314,new,3003.15,1,0.8,0.2,3753.95,9
C101315,regular,84217.79,12,0.9052,0.0948,7753.47,81
C101316,regular,70464.94,19,0.9379,0.0621,3954.41,30
C101317,new,5582.44,3,0.7833,0.2167,2375.54,11
C101318,high_value,1701819.74,66,0.9514,0.0486,27101.18,103
C101319,high_value,876285.48,29,0.9752,0.0248,30984.7,26
C101320,regular,134224.13,28,0.8901,0.1099,5385.31,17
C101321,regular,128757.97,16,0.9214,0.0786,8734.31,38
C101322,new,9724.32,4,0.7892,0.2108,3080.48,12
C101323,high_value,482951.94,35,0.9871,0.0129,13978.5,22
C101324,regular,71461.8,14,0.8821,0.1179,5786.41,75
C101325,high_value,1195783.28,49,0.992,0.008,24601.63,27
C101326,regular,101305.73,21,0.8692,0.1308,5549.92,44
C101327,regular,130989.6,8,0.8842,0.1158,18517.37,77
C101328,regular,40970.42,12,0.8862,0.1138,3852.64,26
C101329,new,14045.05,1,0.7318,0.2682,19193.58,16
C101330,high_value,658037.81,20,0.995,0.005,33067.23,50
C101331,regular,71416.25,7,0.8664,0.1336,11775.63,10
C101332,regular,63546.15,21,0.8785,0.1215,3444.32,15
C101333,at_risk,55338.69,21,0.6765,0.3235,3895.35,8
C101334,at_risk,144838.94,26,0.5943,0.4057,9373.22,73
C101335,high_value,674371.25,29,0.9515,0.0485,24438.63,34
C101336,new,2893.78,1,0.7345,0.2655,3940.02,51
C101337,regular,158913.03,18,0.9475,0.0525,9317.85,16
C101338,high_value,548475.7,24,0.995,0.005,22967.99,43
C101339,regular,199119.94,22,0.9433,0.0567,9595.42,44
C101340,new,7543.21,2,0.8042,0.1958,4689.95,103
C101341,high_value,2248472.79,65,0.9633,0.0367,35909.35,48
C101342,regular,100084.22,23,0.8864,0.1136,4909.15,58
C101343,regular,49400.34,17,0.8733,0.1267,3327.4,36
C101344,at_risk,37739.29,24,0.678,0.322,2319.12,1
C101345,regular,64383.85,31,0.9444,0.0556,2199.13,40
C101346,regular,130324.72,32,0.8788,0.1212,4634.32,28
C101347,regular,71243.54,9,0.9118,0.0882,8681.74,27
C101348,regular,103087.67,32,0.8965,0.1035,3593.43,22
C101349,new,4840.64,3,0.7292,0.2708,2212.67,27
C101350,high_value,4409320.44,66,0.968,0.032,69016.82,19
C101351,high_value,1712640.91,56,0.9413,0.0587,32489.94,55
C101352,regular,65395.9,11,0.8671,0.1329,6856.0,14
C101353,regular,31640.8,13,0.8434,0.1566,2885.7,94
C101354,high_value,1402137.89,28,0.8896,0.1104,56289.04,51
C101355,new,15553.73,3,0.7633,0.2367,6792.44,65
C101356,regular,108761.62,21,0.9062,0.0938,5715.4,15
C101357,regular,18067.74,6,0.8706,0.1294,3458.82,21
C101358,regular,93584.38,16,0.9393,0.0607,6227.11,35
C101359,new,13373.86,3,0.7771,0.2229,5737.02,32
C101360,regular,50801.25,11,0.936,0.064,4934.29,52
C101361,regular,57866.75,19,0.9018,0.0982,3377.38,33
C101362,regular,114744.25,29,0.8746,0.1254,4524.11,97
C101363,new,9050.23,2,0.7851,0.2149,5763.48,15
C101364,regular,106162.05,32,0.8532,0.1468,3888.47,12
C101365,regular,35377.13,12,0.9343,0.0657,3155.49,20
C101366,regular,214878.64,21,0.8678,0.1322,11790.72,27
C101367,new,3305.54,1,0.8213,0.1787,4024.67,68
C101368,new,5242.54,1,0.7648,0.2352,6855.06,42
C101369,regular,97032.24,19,0.9578,0.0422,5331.89,2
C101370,new,5835.37,1,0.7295,0.2705,7999.33,2
C101371,at_risk,10851.15,6,0.5895,0.4105,3067.9,29
C101372,regular,32307.57,18,0.9271,0.0729,1935.91,23
C101373,high_value,2016799.56,48,0.995,0.005,42227.8,30
C101374,at_risk,56880.17,15,0.695,0.305,5456.15,27
C101375,new,13157.53,4,0.7819,0.2181,4207.12,88
C101376,regular,109916.76,24,0.9927,0.0073,4613.55,62
C101377,high_value,2630487.12,51,0.947,0.053,54466.82,21
C101378,regular,350672.73,34,0.9594,0.0406,10749.87,32
C101379,regular,63070.04,17,0.8676,0.1324,4276.16,26
C101380,regular,96324.91,7,0.9289,0.0711,14813.83,4
C101381,new,8766.69,4,0.6746,0.3254,3248.73,22
C101382,regular,111609.09,32,0.8595,0.1405,4057.79,22
C101383,at_risk,289525.99,27,0.641,0.359,16728.83,19
C101384,at_risk,78448.12,29,0.5609,0.4391,4822.45,22
C101385,new,15010.02,3,0.7992,0.2008,6260.34,26
C101386,regular,269003.06,33,0.9508,0.0492,8573.5,44
C101387,regular,153023.25,15,0.8874,0.1126,11495.47,20
C101388,at_risk,81386.97,30,0.5764,0.4236,4706.65,75
C101389,new,1475.33,1,0.7587,0.2413,1944.65,15
C101390,at_risk,184149.27,39,0.5765,0.4235,8189.87,67
C101391,high_value,1270807.92,62,0.9554,0.0446,21452.72,40
C101392,new,5166.07,3,0.7846,0.2154,2194.8,11
C101393,new,12952.41,5,0.7662,0.2338,3380.82,26
C101394,high_value,612696.03,23,0.995,0.005,26772.82,90
C101395,new,1687.38,2,0.7476,0.2524,1128.49,15
C101396,regular,161963.93,20,0.9726,0.0274,8326.21,92
C101397,at_risk,131516.53,28,0.5731,0.4269,8195.18,45
C101398,regular,86409.66,31,0.9133,0.0867,3052.1,40
C101399,regular,74568.92,20,0.9632,0.0368,3870.74,44
C101400,regular,225858.07,19,0.9609,0.0391,12370.83,25
C101401,new,13685.08,3,0.7611,0.2389,5993.65,15
C101402,at_risk,77435.32,25,0.645,0.355,4802.35,33
C101403,regular,124126.93,32,0.929,0.071,4175.63,41
C101404,new,4243.44,3,0.7557,0.2443,1871.74,47
C101405,regular,312722.23,30,0.9377,0.0623,11116.43,46
C101406,at_risk,327612.17,16,0.7038,0.2962,29092.65,54
C101407,new,4128.15,2,0.8012,0.1988,2576.14,115
C101408,high_value,1454452.44,55,0.9855,0.0145,26834.06,39
C101409,regular,96473.19,20,0.9402,0.0598,5130.2,73
C101410,high_value,905749.3,25,0.8943,0.1057,40514.09,48
C101411,at_risk,73331.52,17,0.6407,0.3593,6732.56,123
C101412,high_value,1950829.67,46,0.9142,0.0858,46387.24,35
C101413,at_risk,168676.99,33,0.5935,0.4065,8612.99,32
C101414,new,8019.07,3,0.8773,0.1227,3046.92,70
C101415,high_value,1920514.41,63,0.9486,0.0514,32136.04,70
